iPolicy;jPolicy;W;HRS;N;C;P;L;H;V;queriesCount;isFFU;missRatio
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;12;2;5000;500;TRUE;99.322
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2048;12;2;5000;500;TRUE;99.755
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;15;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;15;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;15;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;15;2;5000;500;TRUE;93.943
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;15;2;5000;500;TRUE;82.996
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;15;2;5000;500;TRUE;65.137
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;15;2;5000;500;TRUE;55.338
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;15;2;5000;500;TRUE;81.797
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;15;2;5000;500;TRUE;93.078
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;15;2;5000;500;TRUE;98.035
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;15;2;5000;500;TRUE;99.353
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2048;15;2;5000;500;TRUE;99.931
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;18;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;18;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;18;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;18;2;5000;500;TRUE;93.886
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;18;2;5000;500;TRUE;82.863
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;18;2;5000;500;TRUE;64.911
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;18;2;5000;500;TRUE;55.085
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;18;2;5000;500;TRUE;82.275
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;18;2;5000;500;TRUE;93.036
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;18;2;5000;500;TRUE;97.963
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;18;2;5000;500;TRUE;99.51
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2048;18;2;5000;500;TRUE;99.918
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;22;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;22;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;22;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;22;2;5000;500;TRUE;93.826
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;22;2;5000;500;TRUE;82.677
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;22;2;5000;500;TRUE;64.627
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;22;2;5000;500;TRUE;53.881
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;22;2;5000;500;TRUE;82.097
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;22;2;5000;500;TRUE;92.598
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;22;2;5000;500;TRUE;97.823
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;22;2;5000;500;TRUE;99.33
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2048;22;2;5000;500;TRUE;99.822
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;27;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;27;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;27;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;27;2;5000;500;TRUE;93.673
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;27;2;5000;500;TRUE;82.338
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;27;2;5000;500;TRUE;64.076
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;27;2;5000;500;TRUE;54.67
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;27;2;5000;500;TRUE;82.459
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;27;2;5000;500;TRUE;93.081
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;27;2;5000;500;TRUE;98.31
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;27;2;5000;500;TRUE;99.763
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;33;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;33;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;33;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;33;2;5000;500;TRUE;93.677
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;33;2;5000;500;TRUE;82.171
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;33;2;5000;500;TRUE;63.728
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;33;2;5000;500;TRUE;53.213
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;33;2;5000;500;TRUE;81.525
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;33;2;5000;500;TRUE;92.274
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;33;2;5000;500;TRUE;96.912
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;33;2;5000;500;TRUE;99.49
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;40;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;40;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;40;2;5000;500;TRUE;99.976
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;40;2;5000;500;TRUE;93.515
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;40;2;5000;500;TRUE;81.861
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;40;2;5000;500;TRUE;63.401
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;40;2;5000;500;TRUE;55.485
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;40;2;5000;500;TRUE;84.481
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;40;2;5000;500;TRUE;94.175
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;40;2;5000;500;TRUE;97.989
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;40;2;5000;500;TRUE;99.394
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;48;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;48;2;5000;500;TRUE;99.991
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;48;2;5000;500;TRUE;99.945
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;48;2;5000;500;TRUE;93.322
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;48;2;5000;500;TRUE;81.204
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;48;2;5000;500;TRUE;62.701
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;48;2;5000;500;TRUE;54.916
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;48;2;5000;500;TRUE;81.47
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;48;2;5000;500;TRUE;92.825
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;48;2;5000;500;TRUE;97.181
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1024;48;2;5000;500;TRUE;99.18
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;58;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;58;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;58;2;5000;500;TRUE;99.984
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;58;2;5000;500;TRUE;93.125
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;58;2;5000;500;TRUE;80.864
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;58;2;5000;500;TRUE;62.201
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;58;2;5000;500;TRUE;55.872
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;58;2;5000;500;TRUE;84.701
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;58;2;5000;500;TRUE;92.973
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;58;2;5000;500;TRUE;98.86
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;70;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;70;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;70;2;5000;500;TRUE;99.981
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;70;2;5000;500;TRUE;92.84
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;70;2;5000;500;TRUE;80.348
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;70;2;5000;500;TRUE;61.387
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;70;2;5000;500;TRUE;53.871
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;70;2;5000;500;TRUE;84.673
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;70;2;5000;500;TRUE;95.066
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;70;2;5000;500;TRUE;98.242
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;84;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;84;2;5000;500;TRUE;99.972
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;84;2;5000;500;TRUE;99.913
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;84;2;5000;500;TRUE;92.42
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;84;2;5000;500;TRUE;79.27
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;84;2;5000;500;TRUE;60.009
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;84;2;5000;500;TRUE;54.044
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;84;2;5000;500;TRUE;85.359
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;84;2;5000;500;TRUE;93.303
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;512;84;2;5000;500;TRUE;97.5
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;101;2;5000;500;TRUE;99.979
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;101;2;5000;500;TRUE;99.967
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;101;2;5000;500;TRUE;99.95
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;101;2;5000;500;TRUE;92.211
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;101;2;5000;500;TRUE;79.207
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;101;2;5000;500;TRUE;59.257
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;101;2;5000;500;TRUE;57.645
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;101;2;5000;500;TRUE;87.048
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;101;2;5000;500;TRUE;96.787
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;122;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;122;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;122;2;5000;500;TRUE;99.769
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;122;2;5000;500;TRUE;91.597
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;122;2;5000;500;TRUE;77.504
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;122;2;5000;500;TRUE;57.606
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;122;2;5000;500;TRUE;55.254
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;122;2;5000;500;TRUE;82.201
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;122;2;5000;500;TRUE;96.154
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;147;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;147;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;147;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;147;2;5000;500;TRUE;91.135
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;147;2;5000;500;TRUE;76.471
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;147;2;5000;500;TRUE;55.911
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;147;2;5000;500;TRUE;55.378
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;147;2;5000;500;TRUE;86.594
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;147;2;5000;500;TRUE;94.242
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;177;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;177;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;177;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;177;2;5000;500;TRUE;88.78
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;177;2;5000;500;TRUE;74.667
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;177;2;5000;500;TRUE;54.251
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;177;2;5000;500;TRUE;58.535
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;177;2;5000;500;TRUE;82.605
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;256;177;2;5000;500;TRUE;92.445
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;213;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;213;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;213;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;213;2;5000;500;TRUE;86.961
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;213;2;5000;500;TRUE;70.72
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;213;2;5000;500;TRUE;50.273
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;213;2;5000;500;TRUE;63.92
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;213;2;5000;500;TRUE;91.261
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;256;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;256;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;256;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;256;2;5000;500;TRUE;88.362
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;256;2;5000;500;TRUE;71.057
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;256;2;5000;500;TRUE;49.326
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;256;2;5000;500;TRUE;48.924
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;256;2;5000;500;TRUE;87.161
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;308;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;308;2;5000;500;TRUE;99.728
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;308;2;5000;500;TRUE;99.01
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;308;2;5000;500;TRUE;86.846
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;308;2;5000;500;TRUE;67.27
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;308;2;5000;500;TRUE;47.19
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;308;2;5000;500;TRUE;67.5
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;308;2;5000;500;TRUE;86.839
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;370;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;370;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;370;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;370;2;5000;500;TRUE;79.444
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;370;2;5000;500;TRUE;64.172
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;370;2;5000;500;TRUE;43.277
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;370;2;5000;500;TRUE;55.682
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;128;370;2;5000;500;TRUE;81.915
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;444;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;444;2;5000;500;TRUE;99.46
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;444;2;5000;500;TRUE;97.713
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;444;2;5000;500;TRUE;82.383
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;444;2;5000;500;TRUE;61.237
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;444;2;5000;500;TRUE;44.828
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;444;2;5000;500;TRUE;80.59
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;533;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;533;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;533;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;533;2;5000;500;TRUE;83.288
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;533;2;5000;500;TRUE;60.627
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;533;2;5000;500;TRUE;44.284
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;533;2;5000;500;TRUE;66.035
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;640;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;640;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;640;2;5000;500;TRUE;96.703
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;640;2;5000;500;TRUE;77.205
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;640;2;5000;500;TRUE;52.364
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;640;2;5000;500;TRUE;40.13
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;640;2;5000;500;TRUE;71.429
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;768;2;5000;500;TRUE;100
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;768;2;5000;500;TRUE;98.276
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;768;2;5000;500;TRUE;91.278
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;768;2;5000;500;TRUE;70.763
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;768;2;5000;500;TRUE;47.412
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;768;2;5000;500;TRUE;37.76
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;64;768;2;5000;500;TRUE;71.071
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;1;922;2;5000;500;TRUE;99.335
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;2;922;2;5000;500;TRUE;97.957
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;4;922;2;5000;500;TRUE;94.262
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;8;922;2;5000;500;TRUE;73.206
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;16;922;2;5000;500;TRUE;50.815
FULL_TRACKING;RECENT_TRACKING;5;;1019;0.01;32;922;2;5000;500;TRUE;56.777
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1;2;0;5000;500;TRUE;83.646
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2;2;0;5000;500;TRUE;81.361
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;4;2;0;5000;500;TRUE;78.886
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;8;2;0;5000;500;TRUE;75.029
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;16;2;0;5000;500;TRUE;67.592
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;32;2;0;5000;500;TRUE;58.135
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;64;2;0;5000;500;TRUE;55.356
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;128;2;0;5000;500;TRUE;81.204
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;256;2;0;5000;500;TRUE;94.868
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;512;2;0;5000;500;TRUE;98.277
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1024;2;0;5000;500;TRUE;99.416
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2048;2;0;5000;500;TRUE;99.839
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1;3;0;5000;500;TRUE;83.605
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2;3;0;5000;500;TRUE;81.316
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;4;3;0;5000;500;TRUE;78.835
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;8;3;0;5000;500;TRUE;74.967
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;16;3;0;5000;500;TRUE;67.518
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;32;3;0;5000;500;TRUE;57.953
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;64;3;0;5000;500;TRUE;55.181
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;128;3;0;5000;500;TRUE;81.68
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;256;3;0;5000;500;TRUE;94.743
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;512;3;0;5000;500;TRUE;98.296
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1024;3;0;5000;500;TRUE;99.389
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2048;3;0;5000;500;TRUE;99.847
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1;4;0;5000;500;TRUE;83.565
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2;4;0;5000;500;TRUE;81.273
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;4;4;0;5000;500;TRUE;78.788
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;8;4;0;5000;500;TRUE;74.917
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;16;4;0;5000;500;TRUE;67.462
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;32;4;0;5000;500;TRUE;57.972
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;64;4;0;5000;500;TRUE;55.631
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;128;4;0;5000;500;TRUE;81.388
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;256;4;0;5000;500;TRUE;94.763
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;512;4;0;5000;500;TRUE;98.471
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1024;4;0;5000;500;TRUE;99.357
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2048;4;0;5000;500;TRUE;99.816
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1;5;0;5000;500;TRUE;83.516
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2;5;0;5000;500;TRUE;81.218
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;4;5;0;5000;500;TRUE;78.728
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;8;5;0;5000;500;TRUE;74.842
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;16;5;0;5000;500;TRUE;67.379
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;32;5;0;5000;500;TRUE;57.823
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;64;5;0;5000;500;TRUE;55.379
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;128;5;0;5000;500;TRUE;81.004
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;256;5;0;5000;500;TRUE;94.772
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;512;5;0;5000;500;TRUE;98.599
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1024;5;0;5000;500;TRUE;99.466
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2048;5;0;5000;500;TRUE;99.856
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1;6;0;5000;500;TRUE;83.506
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2;6;0;5000;500;TRUE;81.205
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;4;6;0;5000;500;TRUE;78.713
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;8;6;0;5000;500;TRUE;74.825
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;16;6;0;5000;500;TRUE;67.328
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;32;6;0;5000;500;TRUE;57.824
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;64;6;0;5000;500;TRUE;55.648
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;128;6;0;5000;500;TRUE;80.998
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;256;6;0;5000;500;TRUE;94.992
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;512;6;0;5000;500;TRUE;98.553
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1024;6;0;5000;500;TRUE;99.368
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;2048;6;0;5000;500;TRUE;99.794
FULL_TRACKING;RECENT_TRACKING;20;;1019;0.01;1;8;0;5000;500;TRUE;83.394
